68.4304888742,83.1309811793,77.6005262144,57.0164016967,67.1526514397,87.3549345991,36.0002982842,13.3786636751,14.7846133994,40.3402763724
69.9578094526,83.8645041658,78.8334331538,57.2263849176,70.6271783191,92.7795068381,34.2600454881,8.91001734349,12.2867999853,37.5138470577
68.6311167899,85.951038665,81.8220881912,58.3968635537,69.6730052806,91.6696602127,33.2071657063,7.69342442055,17.3465144994,43.7601431145
67.2414469507,82.3887187386,85.9725694078,57.6145074012,61.6659760979,90.6094093971,31.8377907179,11.6535376044,12.7231004563,38.6022823192
65.5732761994,78.7376237116,78.7702657978,60.11804244,66.1092419383,88.5769549499,38.1933876773,14.5199525033,14.7797698804,29.8344103366
67.4508535105,86.0225258685,77.7482990617,54.235453638,65.6629965896,89.0984358967,32.7953874379,15.9705625573,12.6957193678,38.3614766412
67.4292565031,83.1568801221,79.6144920117,56.8172147001,64.3909855044,90.2723818812,32.4509853642,12.2783234178,12.2737336223,41.4612824045
69.6945069483,82.5819438638,77.8314606913,59.271570848,72.4862729444,87.4831961893,33.7902907333,12.0687494733,13.6970119241,38.7188281124
73.8833323403,85.9293078819,87.7607866598,56.1100118821,66.4104400192,89.4622320335,33.8533291607,8.86269286912,16.0371440931,38.7127668964
65.5760705909,80.3067109104,86.5002046027,52.1984487602,65.7950072884,86.0792846738,37.5480162405,10.2992036241,15.4805532325,37.0607706621
66.0701067403,82.6748390909,78.9879771029,60.1795180748,67.0287002834,92.662502988,32.5428083193,8.75174891951,12.995907008,36.9682608367
64.9253128513,79.871997004,79.501051751,56.1226070322,67.2390989013,83.5927858233,33.3821279879,10.393687994,16.4150014679,40.4347847776
62.7837642819,84.2055553993,83.7948843636,58.3393112511,64.4312586999,89.3458886659,37.5686595622,10.9123365117,16.5616760269,40.2932990698
63.0214751308,84.2416659721,79.5179903094,59.1655632032,60.3145332184,88.330634694,34.3085336516,4.43489595661,20.9146359613,39.9308816896
68.1735123663,81.8101199012,80.8925949949,53.9284962495,65.2060527438,87.4568208071,34.360165399,14.1893063654,12.6676381688,37.9570595523
62.6938760647,83.1247297866,79.7481649219,54.6644504932,68.7072180614,90.832876539,31.2197664288,13.1397506576,15.6797800026,46.9230682419
66.3947972806,83.4025578742,80.1985750405,62.1388518426,72.3172214719,91.1942185104,34.3522327872,13.9701081248,13.558457061,33.6113989152
68.5241756549,85.5272039291,85.9768736979,53.2096012144,65.4503425442,91.1259016337,37.5907588982,14.4149502838,13.6633507273,36.0039421682
65.7334316022,83.9583688031,80.1254647667,55.8854672815,64.3017299766,89.0376406743,40.5857518154,10.6029228548,13.9705739101,38.1491852226
66.8446660526,81.93460383,77.6935410807,60.1354285427,68.0695914281,88.8556015282,31.3258834451,12.6194576698,14.271807697,37.4204651881
65.7772667163,82.2853685774,82.3691024183,54.5711803406,67.3538662418,93.0985154362,33.9056496629,8.87243836837,15.5205895009,38.9964371667
71.6709807178,82.136366796,80.5996760523,61.6341032776,65.4352241188,88.3028223622,34.8857362521,9.93104700173,17.1052089633,33.1828721701
67.4237241142,82.8690425531,82.5000046876,57.8593345884,65.9729489138,90.1896180618,31.2642808713,10.9169951088,13.1707786197,35.213591403
66.9388259674,85.9816639554,81.8647980406,58.4168697053,66.2749162805,86.19404454,31.4039358118,12.5640674807,20.1184801311,33.3254561416
68.9228050671,87.2773840549,80.6327998536,57.4682394426,62.7794396785,91.2815744208,32.5624372154,13.1100497282,17.7328494978,42.5416439921
60.6083687991,84.1253606957,80.7994641954,59.8050717365,71.6372650285,86.1440561574,37.2333994687,13.122975018,13.1997302834,40.4045795366
62.0541136857,82.8910087003,77.3933556443,60.3374252341,67.5846995587,89.7815890903,32.1080866842,6.15044817733,16.360971244,37.6652534873
76.2364521479,84.0623221701,83.3372724367,57.7321692715,68.6025028317,87.639258257,38.1771644293,11.5412138803,20.2798196982,40.9657430286
67.1532141852,84.5866708627,79.6709091937,46.8596987351,65.9872553523,85.192480552,37.4718605733,10.3678712467,16.2292311671,36.343270742
69.1189791349,80.7945488442,78.498915497,56.9366078604,66.3107719517,91.3520156642,33.8788044951,13.679044556,17.1898154531,36.8950782548
69.0223729476,78.0224912558,80.7121477162,55.9240937601,66.7849274246,88.3028155584,27.3614128147,12.7304693098,18.5467564941,36.6156193012
61.1774875772,82.275911693,79.8556648969,57.7604074928,67.0263644025,87.3085663674,36.4238682047,15.0634357712,14.5935748685,38.6270596928
75.0159427981,78.5475781321,75.8250883151,57.5386107857,66.5304061381,90.1047871109,38.9773301279,10.731048944,13.1849769757,38.0316258784
64.6845093985,81.3290559518,81.2410921432,54.5577319195,65.7603884962,89.5297127574,36.278692717,13.54977385,12.4394518359,36.7274575554
69.5342792356,82.5720215795,84.5432809593,58.9488472159,62.4554733929,84.28939561,37.8406381998,7.87836458778,13.7107602683,40.929746621
68.067096596,83.1433514874,81.0641427162,55.9268190332,63.5395659936,86.7047612953,34.5686177774,8.91057737055,15.7078320467,39.8384149141
69.1549069042,88.1856443507,81.8000978616,57.4908744649,61.2958548459,86.8591408523,32.2265149379,9.56764418943,19.7156038249,36.6276859092
68.5369728434,80.8789231447,76.3563603851,60.6492739907,67.5705590026,88.5569506522,32.8842941136,9.71405793711,10.5047764487,37.8519947222
71.0920026509,85.2901274338,82.5686801939,52.943001738,69.8051035231,88.9657895584,38.1764329303,9.33656245659,13.5984035572,38.0535372062
71.3357222347,79.8875647975,78.7993085268,60.4030337631,71.8140358434,91.0235141821,34.9757584433,12.8601142547,13.1319362066,33.712650579
66.613878687,80.6761694012,81.7383144939,60.1941647043,66.0202298316,91.4677527562,36.2059335859,14.9213331825,12.2141905008,42.5392117518
67.3986102225,72.7156512481,90.0022010044,61.8491679296,66.8700263262,93.7356603809,33.1374736458,9.96352356264,16.98547686,44.7924752569
63.8654997276,84.8538199244,87.4510948873,60.1807437214,64.5579125873,83.3155717476,32.5420806495,18.5821961279,8.74958062853,37.8387612167
66.468703519,78.8238445141,78.4554620233,58.5370981993,67.7128372515,89.0151105903,33.6935795794,14.1844160856,16.9179746547,35.6673240273
72.1188238011,76.1707497339,82.7301568419,54.7135888465,63.2642112887,95.2646343435,28.1493140593,11.2006220704,15.4317524413,34.8031644007
68.178311375,84.8521316247,75.4637085121,57.9071689532,63.4502927422,91.9800968311,36.2505074441,12.6206774123,15.3566943386,35.7960719375
60.5007551984,80.9019171806,73.0874875121,54.9971146515,66.8689858834,90.9259946397,26.6339020695,18.1147711919,16.3372142343,31.7355087188
66.9078581292,78.6078375413,85.1800762771,54.3724114576,70.2366582331,89.2740975947,35.2179648964,15.1130757516,18.9559315051,31.9622060272
67.8889689951,81.2300296583,76.2597000034,56.8388925231,68.5322468374,85.7516683943,30.3275931965,12.0758780984,15.2843062207,41.2744718445
66.6695067763,79.415814968,83.2295315749,59.8236369556,68.3302445606,83.273869039,33.790913772,17.8389225848,15.6510037242,37.4294847859
6.95225927048,14.3783519781,86.2962946411,62.0746234341,35.6944022795,83.2326585837,15.5886340517,66.6779932269,64.3177089768,27.2006473203
12.4671829465,11.0799251699,88.360254959,65.0700013246,35.2369823748,77.0585189817,9.4868234918,68.2615869688,68.7249765804,22.196324573
13.3727364167,9.34596994799,89.9705159091,61.6762501959,37.7246503837,71.1882101492,14.9141935091,70.2907391616,66.1096640858,24.9067995691
9.17302987219,12.8845766413,92.8094719272,68.6563500618,45.3971658901,82.8291194226,13.9856623013,72.0060132627,69.5923384144,27.1012664097
13.3909432207,15.2745510511,98.48596151,64.4581579078,34.3053295476,73.1193306313,10.0803093884,73.3260955629,67.5123307904,24.7379809622
12.1829252659,13.9460668495,93.0056888562,61.5336606323,40.4402041286,78.0003758913,18.3710251546,63.5701272975,62.8146688277,28.5983308494
6.28388178554,15.2194845462,86.824591471,64.0895658284,41.3625626957,81.9843518449,15.608847851,68.9017334823,69.4587873977,20.1172294756
9.82924179071,12.3706830338,90.2002090464,61.0198078574,44.7954329141,76.5614612594,15.4130993937,69.8076132869,69.1400609602,25.4021952464
9.71377036252,14.3952473357,91.8984865054,64.099286237,40.2672148398,71.3117470331,12.7084204582,65.5491020588,62.9893340605,19.6518282828
10.3341535284,10.6635589404,87.6353223769,66.6027550979,32.3013607746,78.8346600959,9.24349532373,68.036938013,69.5740399759,24.9377129858
8.28383504449,13.2323457287,93.0797095572,61.2568653909,42.6116484928,83.0391976461,18.5019684292,69.0382309768,64.4862630689,25.2062641284
6.26410715466,14.3525244777,88.8194002718,63.1782156273,39.0843523835,79.5069875515,18.0350900174,69.2426186538,66.9030722781,23.279547424
8.90096226759,10.0431120736,93.4557212549,63.7818987548,37.1226991986,77.6300980302,16.4293331996,62.6300469714,64.2351614994,21.2498998648
11.5165536761,18.7395600281,92.5401812387,69.0878533236,42.452216545,71.6228126411,15.1209347527,69.8903196895,65.8459471618,22.6020606498
8.0586487244,5.83011749728,93.1587982963,63.3475355145,39.4478092004,76.8886089121,14.6171698456,72.2767871633,63.912176641,23.5270123909
9.17283515623,9.28259796441,87.4062483249,63.3207069779,42.5362013112,82.1066702269,12.3475599776,64.9990089928,63.7128372071,20.8375164442
9.09267505979,14.3227233983,92.8187869845,63.9742478301,38.5128786054,72.9502721671,17.682200156,68.132607273,67.809447579,27.7716209524
8.31115302619,19.7333403827,88.8007909166,65.4287195484,41.085980083,77.9249216637,13.1206732059,68.9420139939,65.7184921314,28.1893623281
11.6543127581,16.4971900147,88.9268612903,65.3420185381,40.0960109677,78.3134446772,12.9636115637,68.8549176171,65.9547779511,26.0129328544
7.07969653216,12.0047568928,89.5742380653,65.6579637887,40.0289545215,79.990181579,13.5866288017,70.8113966273,62.8884111378,16.7059941508
14.7530821994,14.462911383,91.8338324701,68.2485838044,32.8695199538,73.7082779796,18.8426439204,68.1246262597,67.0356383276,24.3225769684
10.9141768235,12.9698615303,90.5289999187,58.8152885795,42.4316241578,78.5751158348,11.8201089317,67.4727800549,63.5119351687,22.9632362906
10.7943040484,15.0675108,89.8234362914,62.5401916355,35.7686016452,83.0817427658,16.0975829346,70.5980273646,60.6867510643,24.0010568456
10.9322117619,13.0673223053,90.5022683616,68.5216142905,43.272383582,81.6217673575,17.2068818309,72.1567605815,63.849677684,26.3355521728
10.6295790651,13.660455524,92.0455701223,67.4883703714,36.6190059899,73.8598005597,12.2504880999,71.1830137044,67.9447986898,21.7353349529
12.2434029002,15.7530435926,91.528747913,64.2844704617,37.909515657,76.1161352799,7.82758725236,66.979062467,66.7135834645,26.1398074343
8.99406883442,17.8535968223,89.0276287576,59.0766625659,33.8981739841,76.6224785386,16.8107113854,68.6821365385,64.7309453005,21.952995169
9.33013351221,13.1123454747,86.0200147795,60.9702231487,38.1505033121,77.8295265381,12.8741169435,64.6318806158,67.9874768474,29.3247373038
9.43350776333,9.79724173344,86.3286088698,67.7107545511,39.3057145348,84.1242685067,13.6764890492,70.4635084551,57.609218344,23.8529083316
6.4130974348,12.4695789055,92.3671734056,60.9962261964,43.4551292714,78.6088529731,19.6141492358,64.7269125165,62.8915789666,26.933612139
9.61700443529,12.3396566225,86.3313910521,62.7444264531,39.2475434319,74.4705608351,15.113600721,67.959550208,69.1554943167,26.7265351217
7.10191390721,9.00250194708,88.2896711495,67.546733133,40.6309318008,76.4211300182,19.936869745,64.439393849,67.7842798765,24.5977798346
4.72025074267,12.7694980809,90.0942998048,63.5595085054,38.4869032238,79.7932235888,15.8959135919,63.561517245,63.0036812801,19.3584907874
11.0699505034,15.4097306619,91.5831104031,64.1006716577,36.9484893389,80.1577238707,19.2625295914,68.1177211628,69.6586899119,25.0831870405
12.9598788949,15.3148169686,91.0197945884,61.4250062466,35.0467189489,78.9429755573,16.6828745558,67.2696539212,70.1305626433,21.7952980586
12.6303564397,14.4911982757,88.5784188506,63.1665664538,40.0714071723,75.5154333159,14.7419163562,71.864184591,69.4129887144,22.54024355
12.2684412321,16.0957954937,88.1163003361,66.2544140242,44.0487179481,80.2270525988,17.140979631,69.1515768794,64.7246982411,25.7008062336
8.77513452155,15.8110886773,91.2384656597,64.8416832031,41.7063600261,76.2071287593,16.5425622254,66.2301598884,63.9274468714,24.4388046158
10.8893828307,15.0072016145,87.8741524316,63.4938171209,40.5006084627,77.3683806908,16.608635304,63.0204548896,66.4602825675,25.908527426
9.3701891688,18.058988504,88.0763025557,68.0430221236,39.360172866,77.1920881576,20.1205949522,73.4961642714,64.2511933044,19.7212877882
13.3104061737,11.6165110769,94.1353064604,64.1807952276,38.9454253456,77.0144038235,16.8977502515,67.4707488981,67.5484394837,29.6823366309
8.07453670136,13.4555116355,94.7736675812,66.6507771068,43.6961334361,79.0712959817,21.6108099091,68.2950944437,68.6660516084,28.6469425919
8.51947422161,10.6363717493,92.1143215885,59.5659552712,41.5971232247,76.8484432938,16.7392891973,65.8350052707,64.8992169297,25.0793759629
4.20135434191,15.2533034946,90.8864073528,68.5178919181,36.4111977864,77.045518872,14.9439068599,66.1530139162,61.5242946347,24.4981821218
11.0757920761,20.2345234803,92.8005188472,62.4224046576,36.4705230686,71.9584996406,14.6191501572,67.9125150942,69.8440179788,20.692868778
2.91645636906,20.871412475,90.3108055805,64.9798303524,34.9949206515,84.0598542869,13.9015739687,65.8548949924,61.6454009538,27.5162991163
7.49594821066,18.9334561906,94.1256033251,65.958367171,38.6856145281,72.7154782285,13.3253501235,66.3973997533,67.0524682637,26.0792418001
7.59936886019,15.0380466074,91.4516776351,61.0475072221,35.0611943959,77.3148070208,10.5310706085,70.5683998314,65.7302952563,27.1677374198
8.76081427982,11.9501649257,88.1392224912,67.6449198212,39.8468647084,77.4605133849,14.9962405283,64.7952143654,66.6019629197,25.0376309066
11.5231165725,11.41410464,92.7875766182,66.3905079879,41.2936952557,76.8130100044,9.90091844529,67.4135807026,67.3217542402,26.5890413446